Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2013-08-07,2013,8,7,Wednesday,31,2013-31,829.51,829.51,815.65,816.2,0,816.2,-0.01604561416004424,826.0728571428572,805.1501999999999
2013-08-08,2013,8,8,Thursday,31,2013-31,816.2,830.15,813.7,829.02,0,829.02,0.015706943313505972,825.3385714285714,804.5886
2013-08-09,2013,8,9,Friday,31,2013-31,829.02,832.94,824.56,827.09,0,827.09,-0.0023280410970926146,824.3592857142858,804.0776
2013-08-12,2013,8,12,Monday,32,2013-32,827.09,831.77,821.99,830.31,0,830.31,0.003893132063709004,823.8914285714285,804.2633999999999
2013-08-13,2013,8,13,Tuesday,32,2013-32,830.31,836.16,827.77,832.63,0,832.63,0.00279414595878702,824.055,804.4294
2013-08-14,2013,8,14,Wednesday,32,2013-32,832.63,839.82,832.63,837.58,0,837.58,0.005945032220797675,825.5878571428572,805.0278
2013-08-15,2013,8,15,Thursday,32,2013-32,837.58,839.6,818.54,821.25,0,821.25,-0.019496665102615607,826.4128571428571,805.5362000000001
2013-08-16,2013,8,16,Friday,32,2013-32,821.25,823.37,812.69,820.54,0,820.54,-0.0008645625237823085,826.8928571428571,806.1079999999998
2013-08-19,2013,8,19,Monday,33,2013-33,820.54,829.32,819.8,829.32,0,829.32,0.010700306544457527,827.7214285714286,806.8146
2013-08-20,2013,8,20,Tuesday,33,2013-33,829.32,829.32,818.78,825.42,0,825.42,-0.00470267734965879,828.0478571428572,807.602
2013-08-21,2013,8,21,Wednesday,33,2013-33,825.42,825.83,814.67,815.49,0,815.49,-0.012030230526733021,826.6857142857143,808.3334
2013-08-22,2013,8,22,Thursday,33,2013-33,815.49,824.06,814.24,820.57,0,820.57,0.006229404591935772,825.9949999999999,809.1962
2013-08-23,2013,8,23,Friday,33,2013-33,820.57,830.94,819.49,825.74,0,825.74,0.0063004775509831745,825.7621428571429,810.0472
2013-08-27,2013,8,27,Tuesday,34,2013-34,825.74,828.06,809.62,810.26,0,810.26,-0.01874679760193787,824.3871428571429,810.8317999999999
2013-08-28,2013,8,28,Wednesday,34,2013-34,810.26,810.26,796.95,803.71,0,803.71,-0.008083809782076457,823.495,811.3008
2013-08-29,2013,8,29,Thursday,34,2013-34,803.71,817.18,803.51,814.81,0,814.81,0.01381092095715486,822.4799999999999,811.9514
2013-08-30,2013,8,30,Friday,34,2013-34,814.81,821.4,807.76,808.17,0,808.17,-0.008149157065245771,821.1285714285714,812.9114
2013-09-02,2013,9,2,Monday,35,2013-35,808.17,823.49,808.17,821.92,0,821.92,0.017013747467441664,820.5292857142857,814.444
2013-09-03,2013,9,3,Tuesday,35,2013-35,821.92,827.68,817.92,818.81,0,818.81,-0.0037838054995950055,819.5421428571428,816.1308
2013-09-04,2013,9,4,Wednesday,35,2013-35,818.81,818.85,808.52,814.91,0,814.91,-0.0047630395643568635,817.922857142857,817.4248
2013-09-05,2013,9,5,Thursday,35,2013-35,814.91,827.85,814.91,826.18,0,826.18,0.013829772493471726,818.2749999999999,818.8174
2013-09-06,2013,9,6,Friday,35,2013-35,826.18,828.84,819.19,824.97,0,824.97,-0.001464598493528424,818.5914285714287,819.8672
2013-09-09,2013,9,9,Monday,36,2013-36,824.97,835.83,824.36,835.71,0,835.71,0.013018717833301885,819.0478571428572,821.2560000000001
2013-09-10,2013,9,10,Tuesday,36,2013-36,835.71,850.36,835.71,848.48,0,848.48,0.015280370176668168,820.6949999999999,822.6684
2013-09-11,2013,9,11,Wednesday,36,2013-36,848.48,872.64,848.48,867.69,0,867.69,0.02264051293472291,824.4235714285714,824.5239999999999
2013-09-12,2013,9,12,Thursday,36,2013-36,867.69,872.12,858.83,867.19,0,867.19,-0.0005762426656906738,827.7535714285715,826.3002
2013-09-13,2013,9,13,Friday,36,2013-36,867.19,869.44,859.83,863.26,0,863.26,-0.0045318703683358,830.4335714285714,827.5354
2013-09-16,2013,9,16,Monday,37,2013-37,863.26,875.05,863.2,869.36,0,869.36,0.007066208925389228,834.655,829.0487999999999
2013-09-17,2013,9,17,Tuesday,37,2013-37,869.36,869.65,856.45,856.45,0,856.45,-0.014849973960223806,838.4221428571428,829.9994
2013-09-18,2013,9,18,Wednesday,37,2013-37,856.45,870.41,856.45,869.3,0,869.3,0.015003766014111797,842.3142857142857,831.0211999999999
2013-09-19,2013,9,19,Thursday,37,2013-37,869.3,883.8,869.3,874.91,0,874.91,0.006453451547612898,847.0814285714285,832.3288
2013-09-20,2013,9,20,Friday,37,2013-37,874.91,877.77,868.82,871.21,0,871.21,-0.004228950732584447,850.6021428571429,833.4258
2013-09-23,2013,9,23,Monday,38,2013-38,871.21,875.82,862.96,865.03,0,865.03,-0.007093573902866801,853.9035714285716,833.8653999999999
2013-09-24,2013,9,24,Tuesday,38,2013-38,865.03,873.37,864.27,867.77,0,867.77,0.0031675088049858413,857.6792857142857,834.3860000000001
2013-09-25,2013,9,25,Wednesday,38,2013-38,867.77,870.61,861.49,864.15,0,864.15,-0.0041716065728371055,860.3914285714285,834.805
2013-09-26,2013,9,26,Thursday,38,2013-38,864.15,869.23,862.43,867.99,0,867.99,0.00444363329494335,863.4642857142857,835.258
2013-09-27,2013,9,27,Friday,38,2013-38,867.99,871.93,863.33,867.45,0,867.45,-0.0006221016756171593,865.7314285714285,835.5934
2013-09-30,2013,9,30,Monday,39,2013-39,867.45,867.47,852.97,855.08,0,855.08,-0.014260182077483474,866.2028571428572,835.9090000000001
2013-10-01,2013,10,1,Tuesday,39,2013-39,855.08,863.84,854.72,862.82,0,862.82,0.009051773026712784,865.8550000000001,836.3494000000001
2013-10-02,2013,10,2,Wednesday,39,2013-39,862.82,862.82,855.14,861.03,0,861.03,-0.002074567131208349,865.415,836.8328
2013-10-03,2013,10,3,Thursday,39,2013-39,861.03,863.53,852.51,853.15,0,853.15,-0.00915183514475959,864.6928571428571,837.2890000000001
2013-10-04,2013,10,4,Friday,39,2013-39,853.15,853.69,847.43,849.42,0,849.42,-0.0043720815767051,863.2685714285715,837.955
2013-10-07,2013,10,7,Monday,40,2013-40,849.42,849.42,836.78,839.81,0,839.81,-0.011313585205092735,862.0799999999999,838.5572
2013-10-08,2013,10,8,Tuesday,40,2013-40,839.81,845.7,837.29,838.98,0,838.98,-0.00098833913892038,859.9142857142858,839.0604
2013-10-09,2013,10,9,Wednesday,40,2013-40,838.98,838.98,818.47,820.4,0,820.4,-0.022145887252645324,856.0207142857143,839.114
2013-10-10,2013,10,10,Thursday,40,2013-40,820.4,845.8,820.4,844.18,0,844.18,0.028985821006895618,854.09,839.5806
2013-10-11,2013,10,11,Friday,40,2013-40,844.18,848.51,841.98,848.08,0,848.08,0.00461989676123542,852.8792857142856,839.8509999999999
2013-10-14,2013,10,14,Monday,41,2013-41,848.08,851.85,837.99,850.94,0,850.94,0.003372306025292815,851.6771428571429,840.265
2013-10-15,2013,10,15,Tuesday,41,2013-41,850.94,866.09,850.94,865.13,0,865.13,0.016675679132129417,851.7471428571429,840.9876
2013-10-16,2013,10,16,Wednesday,41,2013-41,865.13,873.94,855.36,870.56,0,870.56,0.006276504854916931,851.9307142857142,841.8086
2013-10-17,2013,10,17,Thursday,41,2013-41,870.56,870.56,856.04,860.34,0,860.34,-0.011739536312012966,851.4228571428572,842.6914
2013-10-18,2013,10,18,Friday,41,2013-41,860.34,871.94,860.34,870.07,0,870.07,0.011309459242891284,852.4935714285714,843.5124
2013-10-21,2013,10,21,Monday,42,2013-42,870.07,886.66,870.07,883.32,0,883.32,0.015228659634813235,853.9578571428573,844.637
2013-10-22,2013,10,22,Tuesday,42,2013-42,883.32,891.16,851.98,869.63,0,869.63,-0.015498349780252885,854.5721428571429,845.4234
2013-10-23,2013,10,23,Wednesday,42,2013-42,869.63,869.63,845.92,848.68,0,848.68,-0.024090719144234662,854.2528571428572,845.7444
2013-10-24,2013,10,24,Thursday,42,2013-42,848.68,851.77,844.07,850.45,0,850.45,0.0020856147741499242,854.3264285714286,846.0017999999999
2013-10-25,2013,10,25,Friday,42,2013-42,850.45,862.43,844.59,860.41,0,860.41,0.01171140078139632,855.797857142857,846.785
2013-10-28,2013,10,28,Monday,43,2013-43,860.41,864.02,852.9,855.09,0,855.09,-0.0061830365234142315,856.9485714285713,847.4760000000001
2013-10-29,2013,10,29,Tuesday,43,2013-43,855.09,864.75,847.0,864.75,0,864.75,0.011297024688798007,860.1164285714285,848.1845999999999
2013-10-30,2013,10,30,Wednesday,43,2013-43,864.75,878.76,863.82,868.02,0,868.02,0.003781462308470651,861.8192857142857,849.0366
2013-10-31,2013,10,31,Thursday,43,2013-43,868.02,868.02,854.74,860.82,0,860.82,-0.008294753628976692,862.7292857142857,849.9432
2013-11-01,2013,11,1,Friday,43,2013-43,860.82,863.47,854.31,856.55,0,856.55,-0.0049604092550346035,863.13,850.6628
2013-11-04,2013,11,4,Monday,44,2013-44,856.55,861.17,850.84,850.98,0,850.98,-0.006502839768372071,862.1192857142858,851.1676000000001
2013-11-05,2013,11,5,Tuesday,44,2013-44,850.98,853.33,842.52,849.83,0,849.83,-0.0013513401082276832,860.6385714285715,851.9590000000001
2013-11-06,2013,11,6,Wednesday,44,2013-44,849.83,856.72,849.83,854.85,0,854.85,0.0059070148090132335,860.2464285714286,852.9818
2013-11-07,2013,11,7,Thursday,44,2013-44,854.85,862.37,846.16,847.15,0,847.15,-0.00900737134208518,858.6092857142858,853.6286
2013-11-08,2013,11,8,Friday,44,2013-44,847.15,847.15,833.57,835.42,0,835.42,-0.013846474846081036,855.1878571428571,854.1736
2013-11-11,2013,11,11,Monday,45,2013-45,835.42,846.86,835.4,842.22,0,842.22,0.008139603950196639,853.2299999999999,854.5796
2013-11-12,2013,11,12,Tuesday,45,2013-45,842.22,843.13,831.18,832.06,0,832.06,-0.012063324900796646,852.0428571428572,854.8446
2013-11-13,2013,11,13,Wednesday,45,2013-45,832.06,833.67,823.38,826.13,0,826.13,-0.0071268811061472315,850.3057142857143,855.069
2013-11-14,2013,11,14,Thursday,45,2013-45,826.13,836.7,826.13,830.47,0,830.47,0.005253369075885583,848.1671428571427,855.1547999999999
2013-11-15,2013,11,15,Friday,45,2013-45,830.47,837.61,830.47,837.61,0,837.61,0.008597559093427964,846.9185714285715,855.4076
2013-11-18,2013,11,18,Monday,46,2013-46,837.61,841.38,829.69,840.88,0,840.88,0.0039039882384848124,845.2135714285715,855.511
2013-11-19,2013,11,19,Tuesday,46,2013-46,840.88,840.88,833.63,836.78,0,836.78,-0.004875815291278007,842.9821428571429,855.2770000000002
2013-11-20,2013,11,20,Wednesday,46,2013-46,836.78,838.36,832.45,836.05,0,836.05,-0.0008724413565649458,841.2128571428573,854.6442
2013-11-21,2013,11,21,Thursday,46,2013-46,836.05,837.05,830.28,836.23,0,836.23,0.00021528937074255516,839.7614285714286,854.025
2013-11-22,2013,11,22,Friday,46,2013-46,836.23,850.53,835.81,848.81,0,848.81,0.015043728858886496,839.6064285714285,853.7360000000001
2013-11-25,2013,11,25,Monday,47,2013-47,848.81,859.79,848.81,857.42,0,857.42,0.010143595594216848,840.1485714285715,853.4972
2013-11-26,2013,11,26,Tuesday,47,2013-47,857.42,860.08,856.44,858.08,0,858.08,0.0007697909925628021,840.3792857142856,853.5297999999999
2013-11-27,2013,11,27,Wednesday,47,2013-47,858.08,862.04,853.82,860.33,0,860.33,0.0026221330822162603,841.3207142857143,853.3504
2013-11-28,2013,11,28,Thursday,47,2013-47,860.33,867.61,859.81,867.19,0,867.19,0.00797366733148186,843.59,853.1959999999999
2013-11-29,2013,11,29,Friday,47,2013-47,867.19,871.12,865.35,867.19,0,867.19,0.0,845.3735714285715,853.1156
2013-12-02,2013,12,2,Monday,48,2013-48,867.19,867.38,860.17,860.82,0,860.82,-0.007345558757889337,847.4278571428571,853.0314
2013-12-03,2013,12,3,Tuesday,48,2013-48,860.82,860.82,853.16,854.35,0,854.35,-0.007516126116065447,849.4435714285715,852.7629999999999
2013-12-04,2013,12,4,Wednesday,48,2013-48,854.35,870.32,853.77,864.59,0,864.59,0.011985780490610276,851.8807142857144,852.7718000000001
2013-12-05,2013,12,5,Thursday,48,2013-48,864.59,864.71,858.04,861.96,0,861.96,-0.003041909808256582,853.62,852.6511999999999
2013-12-06,2013,12,6,Friday,48,2013-48,861.96,871.4,857.08,870.21,0,870.21,0.009571209556934246,855.715,852.7064
2013-12-09,2013,12,9,Monday,49,2013-49,870.21,873.76,865.33,868.74,0,868.74,-0.001689283852361112,857.9978571428572,852.9795999999999
2013-12-10,2013,12,10,Tuesday,49,2013-49,868.74,873.07,862.92,866.38,0,866.38,-0.0027165612013851925,860.1642857142857,853.0508
2013-12-11,2013,12,11,Wednesday,49,2013-49,866.38,866.71,858.64,859.28,0,859.28,-0.008194990126645263,861.8107142857143,853.0158
2013-12-12,2013,12,12,Thursday,49,2013-49,859.28,859.28,846.8,847.11,0,847.11,-0.014163070862092453,861.6892857142857,852.895
2013-12-13,2013,12,13,Friday,49,2013-49,847.11,868.79,844.66,859.28,0,859.28,0.014366545260662722,861.8221428571429,853.0922
2013-12-16,2013,12,16,Monday,50,2013-50,859.28,863.98,854.52,859.08,0,859.08,-0.00023276720069353996,861.8935714285715,853.4776
2013-12-17,2013,12,17,Tuesday,50,2013-50,859.08,866.1,854.66,861.19,0,861.19,0.002456098744689772,861.955,853.9218
2013-12-18,2013,12,18,Wednesday,50,2013-50,861.19,878.9,861.19,876.13,0,876.13,0.017348090896378787,862.5935714285714,855.0364
2013-12-19,2013,12,19,Thursday,50,2013-50,876.13,892.76,876.13,888.11,0,888.11,0.013673747505488443,864.0878571428572,855.915
2013-12-20,2013,12,20,Friday,50,2013-50,893.73,901.84,890.38,899.04,0,899.04,0.012307025994595211,866.8178571428572,856.9342000000001
2013-12-23,2013,12,23,Monday,51,2013-51,899.04,920.28,897.92,919.89,0,919.89,0.023191445464797456,871.4992857142857,858.3132
2013-12-24,2013,12,24,Tuesday,51,2013-51,919.89,919.89,912.87,916.72,0,916.72,-0.003446111920808348,875.222857142857,859.345
2013-12-27,2013,12,27,Friday,51,2013-51,916.72,923.3,915.1,923.3,0,923.3,0.007177783074581612,879.6042857142858,860.3997999999999
2013-12-30,2013,12,30,Monday,52,2013-52,923.3,926.16,918.03,919.65,0,919.65,-0.003953171696266411,883.1357142857142,861.586
2013-12-31,2013,12,31,Tuesday,52,2013-52,919.65,923.12,918.97,920.27,0,920.27,0.0006741641936915954,886.8164285714286,862.59
2014-01-02,2014,1,2,Thursday,00,2014-00,920.27,922.14,913.49,914.98,0,914.98,-0.005748355319881604,890.2878571428572,863.2232
2014-01-03,2014,1,3,Friday,00,2014-00,914.98,920.62,911.95,917.04,0,917.04,0.002251412711279599,894.4135714285713,864.1714
2014-01-06,2014,1,6,Monday,01,2014-01,917.04,919.43,911.66,911.66,0,911.66,-0.005866707026650597,899.0242857142857,865.4309999999999
2014-01-07,2014,1,7,Tuesday,01,2014-01,911.66,912.53,900.14,901.99,0,901.99,-0.01060700611523191,902.0749999999999,866.4618
2014-01-08,2014,1,8,Wednesday,01,2014-01,901.99,913.75,901.99,911.24,0,911.24,0.01025510271748864,905.8007142857143,867.4784
2014-01-09,2014,1,9,Thursday,01,2014-01,911.24,911.24,879.43,883.12,0,883.12,-0.03085904417995844,907.3671428571428,868.0390000000001
2014-01-10,2014,1,10,Friday,01,2014-01,883.12,888.36,872.22,879.74,0,879.74,-0.0038273449831287554,907.625,868.3388
2014-01-13,2014,1,13,Monday,02,2014-02,879.74,887.99,879.06,886.13,0,886.13,0.007263526404813314,907.4835714285715,868.7009999999999
2014-01-14,2014,1,14,Tuesday,02,2014-02,886.13,892.91,874.61,891.29,0,891.29,0.005823043025400709,906.93,869.3104
2014-01-15,2014,1,15,Wednesday,02,2014-02,891.29,903.18,891.29,898.55,0,898.55,0.008145508133832413,905.4057142857143,870.1504000000001
2014-01-16,2014,1,16,Thursday,02,2014-02,898.55,900.99,888.34,892.31,0,892.31,-0.006944510955591676,903.6621428571428,870.977
2014-01-17,2014,1,17,Friday,02,2014-02,892.31,897.4,887.9,893.73,0,893.73,0.0015913560467117893,901.55,871.855
2014-01-20,2014,1,20,Monday,03,2014-03,893.73,903.38,893.73,900.56,0,900.56,0.007642148343576238,900.1864285714285,872.7692
2014-01-21,2014,1,21,Tuesday,03,2014-03,900.56,903.19,892.33,895.18,0,895.18,-0.0059740660226943465,898.3942857142857,873.7298
2014-01-22,2014,1,22,Wednesday,03,2014-03,895.18,916.16,895.18,907.96,0,907.96,0.014276491210079678,897.8928571428571,875.1806
2014-01-23,2014,1,23,Thursday,03,2014-03,907.96,912.16,886.82,890.02,0,890.02,-0.01975858188384705,895.9628571428572,876.1365999999999
2014-01-24,2014,1,24,Friday,03,2014-03,890.02,895.29,879.22,883.85,0,883.85,-0.006932477708267881,893.9764285714285,877.1724
2014-01-27,2014,1,27,Monday,04,2014-04,883.85,884.75,865.97,869.44,0,869.44,-0.016303641503161548,891.6514285714286,878.0386
2014-01-28,2014,1,28,Tuesday,04,2014-04,869.44,874.46,855.96,869.51,0,869.51,8.05200175080234e-05,888.6707142857142,878.8194
2014-01-29,2014,1,29,Wednesday,04,2014-04,869.51,880.61,854.69,866.38,0,866.38,-0.003599734157926693,887.475,879.3947999999999
2014-01-30,2014,1,30,Thursday,04,2014-04,866.38,869.76,859.76,868.94,0,868.94,0.0029548206839560276,886.7035714285714,879.956
2014-01-31,2014,1,31,Friday,04,2014-04,868.94,871.12,848.37,857.76,0,857.76,-0.012866242369288461,884.6771428571428,880.3756
2014-02-03,2014,2,3,Monday,05,2014-05,857.76,866.65,851.42,854.32,0,854.32,-0.004010448612947304,882.0364285714286,880.7410000000001
